kind,state,ic_index,value
error_rms,E_d_dash,41,0.004161493852734566
residual_rms,E_d_dash,42,0.03231494501233101
error_rms,E_d_dash,42,0.0026545848231762648
residual_rms,E_d_dash,43,0.05793924629688263
error_rms,E_d_dash,43,0.006250728387385607
residual_rms,E_d_dash,44,0.02846197970211506
error_rms,E_d_dash,44,0.0024332660250365734
residual_rms,E_d_dash,45,0.042708758264780045
error_rms,E_d_dash,45,0.004995372612029314
residual_rms,E_d_dash,46,0.040724676102399826
error_rms,E_d_dash,46,0.0018825959414243698
residual_rms,E_d_dash,47,0.05124586448073387
error_rms,E_d_dash,47,0.0038740162272006273
residual_rms,E_d_dash,48,0.03919146955013275
error_rms,E_d_dash,48,0.002461332129314542
residual_rms,E_d_dash,49,0.04764188826084137
error_rms,E_d_dash,49,0.0038339465390890837
residual_rms,E_d_dash,50,0.034705158323049545
error_rms,E_d_dash,50,0.002213274361565709
residual_rms,E_d_dash,51,0.04064425453543663
error_rms,E_d_dash,51,0.0037662703543901443
residual_rms,E_d_dash,52,0.023375462740659714
error_rms,E_d_dash,52,0.0014158195117488503
residual_rms,E_d_dash,53,0.0479760617017746
error_rms,E_d_dash,53,0.005208876915276051
residual_rms,E_d_dash,54,0.045682642608881
error_rms,E_d_dash,54,0.005459776148200035
residual_rms,E_d_dash,55,0.03079010732471943
error_rms,E_d_dash,55,0.003110238816589117
residual_rms,E_d_dash,56,0.03399938344955444
error_rms,E_d_dash,56,0.002937443321570754
residual_rms,E_d_dash,57,0.028270158916711807
error_rms,E_d_dash,57,0.0018543894402682781
residual_rms,E_d_dash,58,0.05519877374172211
error_rms,E_d_dash,58,0.004590146243572235
residual_rms,E_d_dash,59,0.04550877586007118
error_rms,E_d_dash,59,0.002145447302609682
residual_rms,E_d_dash,60,0.03284495323896408
error_rms,E_d_dash,60,0.0013544808607548475
residual_rms,E_d_dash,61,0.053407687693834305
error_rms,E_d_dash,61,0.005902985110878944
residual_rms,E_d_dash,62,0.055328890681266785
error_rms,E_d_dash,62,0.004616111516952515
residual_rms,E_d_dash,63,0.033291641622781754
error_rms,E_d_dash,63,0.004672368057072163
residual_rms,E_d_dash,64,0.05743949115276337
error_rms,E_d_dash,64,0.003376562613993883
residual_rms,E_d_dash,65,0.05048375204205513
error_rms,E_d_dash,65,0.004918928723782301
residual_rms,E_d_dash,66,0.050461847335100174
error_rms,E_d_dash,66,0.0046147434040904045
residual_rms,E_d_dash,67,0.05432317405939102
error_rms,E_d_dash,67,0.003089718986302614
residual_rms,E_d_dash,68,0.05176936835050583
error_rms,E_d_dash,68,0.004511717706918716
residual_rms,E_d_dash,69,0.03055010922253132
